metric,area,comp,suff
accuracy,0.05,0.936471,0.944637
accuracy,0.075,0.930395,0.949846
accuracy,0.1,0.927791,0.952016
accuracy,0.15,0.924318,0.959394
auc,0.05,0.709032,0.768107
auc,0.075,0.639311,0.80064
auc,0.1,0.585074,0.823271
auc,0.15,0.51359,0.842088
cross_entropy,0.05,0.197529,0.164033
cross_entropy,0.075,0.230758,0.14293
cross_entropy,0.1,0.252752,0.12787
cross_entropy,0.15,0.281774,0.109372
