metric,area,comp,suff
accuracy,0.05,0.965517,0.959591
accuracy,0.075,0.957435,0.962284
accuracy,0.1,0.953664,0.966056
accuracy,0.15,0.954741,0.968211
auc,0.05,0.713307,0.687865
auc,0.075,0.682879,0.710044
auc,0.1,0.645836,0.723401
auc,0.15,0.578097,0.736801
cross_entropy,0.05,0.117675,0.137145
cross_entropy,0.075,0.13281,0.128393
cross_entropy,0.1,0.145144,0.125606
cross_entropy,0.15,0.163202,0.123581
