metric,area,comp,suff
accuracy,0.05,0.990885,0.983941
accuracy,0.075,0.987413,0.984809
accuracy,0.1,0.986545,0.984809
accuracy,0.15,0.986111,0.984809
auc,0.05,0.427823,0.361465
auc,0.075,0.427113,0.36708
auc,0.1,0.42665,0.37556
auc,0.15,0.424149,0.385577
cross_entropy,0.05,0.090758,0.113441
cross_entropy,0.075,0.089186,0.113083
cross_entropy,0.1,0.088188,0.113044
cross_entropy,0.15,0.087478,0.113155
