metric,area,comp,suff
accuracy,0.05,0.980822,0.985299
accuracy,0.075,0.980822,0.986425
accuracy,0.1,0.980822,0.989503
accuracy,0.15,0.980822,0.991673
auc,0.05,0.382791,0.49361
auc,0.075,0.343526,0.495829
auc,0.1,0.313166,0.496949
auc,0.15,0.277246,0.497904
cross_entropy,0.05,0.114302,0.118555
cross_entropy,0.075,0.117387,0.117262
cross_entropy,0.1,0.120577,0.114602
cross_entropy,0.15,0.12535,0.110181
