metric,area,comp,suff
accuracy,0.05,0.982342,0.984809
accuracy,0.075,0.981473,0.98763
accuracy,0.1,0.981256,0.989149
accuracy,0.15,0.981256,0.9898
auc,0.05,0.413446,0.465485
auc,0.075,0.370291,0.466585
auc,0.1,0.344034,0.467148
auc,0.15,0.308768,0.468623
cross_entropy,0.05,0.111312,0.108673
cross_entropy,0.075,0.116784,0.108136
cross_entropy,0.1,0.120537,0.108378
cross_entropy,0.15,0.125106,0.109359
