metric,area,comp,suff
accuracy,0.05,0.98112,0.986328
accuracy,0.075,0.98112,0.98546
accuracy,0.1,0.980903,0.986762
accuracy,0.15,0.980903,0.988715
auc,0.05,0.399594,0.455395
auc,0.075,0.38165,0.46101
auc,0.1,0.369215,0.466316
auc,0.15,0.335682,0.468701
cross_entropy,0.05,0.109956,0.11992
cross_entropy,0.075,0.111442,0.121104
cross_entropy,0.1,0.113282,0.119932
cross_entropy,0.15,0.116845,0.117803
