metric,area,comp,suff
accuracy,0.05,0.990017,0.971057
accuracy,0.075,0.987807,0.971274
accuracy,0.1,0.984295,0.972359
accuracy,0.15,0.979303,0.972793
auc,0.05,0.622455,0.434212
auc,0.075,0.621301,0.463655
auc,0.1,0.617116,0.505249
auc,0.15,0.611322,0.547098
cross_entropy,0.05,0.108993,0.139305
cross_entropy,0.075,0.109964,0.134988
cross_entropy,0.1,0.11084,0.129755
cross_entropy,0.15,0.111867,0.123447
