metric,area,comp,suff
mae,0.05,11.455984,13.682344
mae,0.075,12.509558,12.692896
mae,0.1,12.999228,12.105517
mae,0.15,13.858194,10.814709
mse,0.05,10.470701,12.474445
mse,0.075,11.808659,10.861523
mse,0.1,12.486019,9.955687
mse,0.15,13.751839,8.095556
