metric,area,comp,suff
mae,0.05,8.528049,18.786181
mae,0.075,10.414758,16.572021
mae,0.1,11.404251,15.407314
mae,0.15,13.433466,13.087361
mse,0.05,5.82743,20.238427
mse,0.075,8.021085,15.8694
mse,0.1,9.276632,13.781526
mse,0.15,12.101675,10.084532
