metric,area,comp,suff
mae,0.05,6.574145,20.866585
mae,0.075,8.162147,19.171973
mae,0.1,8.948394,18.280931
mae,0.15,10.385849,16.552753
mse,0.05,3.960738,24.975465
mse,0.075,5.472902,21.208925
mse,0.1,6.320925,19.360219
mse,0.15,7.981182,16.044723
