metric,area,comp,suff
mae,0.05,9.589606,24.641427
mae,0.075,10.21939,24.562079
mae,0.1,11.972837,22.483614
mae,0.15,13.430033,20.566541
mse,0.05,7.448777,36.420721
mse,0.075,8.174795,36.218229
mse,0.1,10.598574,30.978453
mse,0.15,12.880346,26.459515
