metric,area,comp,suff
mae,0.05,47.90063,46.789482
mae,0.075,64.208497,30.592478
mae,0.1,80.357323,16.396733
mae,0.15,98.132963,8.070621
mse,0.05,100.296481,96.287806
mse,0.075,176.22698,43.981734
mse,0.1,273.997813,15.102013
mse,0.15,409.040507,4.756961
