metric,area,comp,suff
accuracy,0.05,0.992188,0.980903
accuracy,0.075,0.9898,0.977214
accuracy,0.1,0.989583,0.976562
accuracy,0.15,0.985637,0.971788
auc,0.05,0.429132,0.260566
auc,0.075,0.427064,0.299159
auc,0.1,0.423695,0.31445
auc,0.15,0.413126,0.333336
cross_entropy,0.05,0.102433,0.150513
cross_entropy,0.075,0.104255,0.152756
cross_entropy,0.1,0.106268,0.154153
cross_entropy,0.15,0.111251,0.158646
