metric,area,comp,suff
accuracy,0.05,0.98755,0.930652
accuracy,0.075,0.983644,0.927357
accuracy,0.1,0.981514,0.928442
accuracy,0.15,0.975477,0.926842
auc,0.05,0.608624,0.339915
auc,0.075,0.606057,0.347306
auc,0.1,0.602609,0.35627
auc,0.15,0.596632,0.372013
cross_entropy,0.05,0.103936,0.272337
cross_entropy,0.075,0.110155,0.272197
cross_entropy,0.1,0.117834,0.270762
cross_entropy,0.15,0.129301,0.270319
