metric,area,comp,suff
accuracy,0.05,0.853492,0.782544
accuracy,0.075,0.778598,0.703133
accuracy,0.1,0.698319,0.643334
accuracy,0.15,0.615258,0.569308
auc,0.05,0.565776,0.39829
auc,0.075,0.562871,0.420337
auc,0.1,0.560466,0.434424
auc,0.15,0.551047,0.459193
cross_entropy,0.05,0.29857,0.415402
cross_entropy,0.075,0.399176,0.502133
cross_entropy,0.1,0.484438,0.588851
cross_entropy,0.15,0.618502,0.749849
