metric,area,comp,suff
accuracy,0.05,0.988024,0.938207
accuracy,0.075,0.983467,0.94008
accuracy,0.1,0.977784,0.94012
accuracy,0.15,0.969497,0.942371
auc,0.05,0.621593,0.354171
auc,0.075,0.617511,0.376497
auc,0.1,0.614171,0.399089
auc,0.15,0.608792,0.42847
cross_entropy,0.05,0.112689,0.269353
cross_entropy,0.075,0.123351,0.263573
cross_entropy,0.1,0.134014,0.257939
cross_entropy,0.15,0.155929,0.245593
