metric,area,comp,suff
mae,0.05,10.615206,14.002249
mae,0.075,11.952204,12.953518
mae,0.1,12.561493,12.351855
mae,0.15,13.66631,11.019969
mse,0.05,9.381029,12.928318
mse,0.075,11.074259,11.220007
mse,0.1,11.897031,10.301707
mse,0.15,13.45289,8.403131
