metric,area,comp,suff
mae,0.05,2.04175,17.705973
mae,0.075,3.14462,17.354686
mae,0.1,3.850032,17.109263
mae,0.15,5.588449,16.365811
mse,0.05,0.521004,20.214768
mse,0.075,1.102945,19.527317
mse,0.1,1.562616,19.051375
mse,0.15,2.957714,17.658249
