metric,area,comp,suff
mae,0.05,7.651528,15.26048
mae,0.075,9.007065,14.528736
mae,0.1,9.629997,14.121976
mae,0.15,10.813623,13.224219
mse,0.05,6.100519,15.17518
mse,0.075,7.482492,13.839163
mse,0.1,8.171661,13.122819
mse,0.15,9.605776,11.611111
