metric,area,comp,suff
mae,0.05,5.437339,20.818694
mae,0.075,6.697257,19.723625
mae,0.1,7.288922,19.159218
mae,0.15,8.4404,18.020366
mse,0.05,2.935337,24.831459
mse,0.075,4.045232,22.440395
mse,0.1,4.613957,21.271952
mse,0.15,5.788463,19.045611
