metric,area,comp,suff
mae,0.05,3.995432,21.812378
mae,0.075,5.189796,20.823698
mae,0.1,5.793467,20.248236
mae,0.15,7.402823,18.837147
mse,0.05,1.622823,27.57364
mse,0.075,2.451371,25.332191
mse,0.1,2.921098,24.087434
mse,0.15,4.398813,21.200986
