metric,area,comp,suff
mae,0.05,16.613,98.466516
mae,0.075,22.592297,93.899648
mae,0.1,26.028502,91.00286
mae,0.15,32.957208,84.530158
mse,0.05,6.499814,128.950507
mse,0.075,10.915242,117.401883
mse,0.1,13.958696,110.566869
mse,0.15,21.444836,96.463178
