metric,area,comp,suff
mae,0.05,6.835389,22.403123
mae,0.075,9.000675,20.017452
mae,0.1,10.249218,18.568574
mae,0.15,13.09179,15.375907
mse,0.05,3.40462,26.605841
mse,0.075,5.636868,21.367155
mse,0.1,7.121926,18.452709
mse,0.15,10.910497,12.768545
