metric,area,comp,suff
mae,0.05,5.638525,21.491295
mae,0.075,6.046042,20.963606
mae,0.1,6.284889,20.604374
mae,0.15,6.952175,19.638053
mse,0.05,4.004684,26.405751
mse,0.075,4.302846,25.214629
mse,0.1,4.471629,24.415887
mse,0.15,4.952997,22.318366
