metric,area,comp,suff
mae,0.05,8.403374,17.772146
mae,0.075,10.134136,15.676486
mae,0.1,11.04226,14.563665
mae,0.15,12.907191,12.374891
mse,0.05,5.708294,18.229762
mse,0.075,7.691398,14.256929
mse,0.1,8.826877,12.359142
mse,0.15,11.362261,9.04568
