metric,area,comp,suff
mae,0.05,3.25338,21.974807
mae,0.075,4.129782,21.232419
mae,0.1,4.561498,20.833526
mae,0.15,5.448789,19.972052
mse,0.05,1.130148,28.055746
mse,0.075,1.611076,26.382107
mse,0.1,1.870343,25.509889
mse,0.15,2.428736,23.694357
