metric,area,comp,suff
mae,0.05,7.416192,19.061376
mae,0.075,8.974166,17.95983
mae,0.1,9.756225,17.416912
mae,0.15,11.356767,16.382275
mse,0.05,4.671214,21.105195
mse,0.075,6.392859,19.043722
mse,0.1,7.338161,18.122764
mse,0.15,9.469938,16.504979
