metric,area,comp,suff
mae,0.05,9.101229,15.420882
mae,0.075,11.372639,15.843946
mae,0.1,12.257339,16.190997
mae,0.15,13.473593,17.024182
mse,0.05,5.987403,15.227771
mse,0.075,9.271907,16.144776
mse,0.1,10.706197,16.808411
mse,0.15,12.770275,18.249106
