metric,area,comp,suff
mae,0.05,9.26017,15.185765
mae,0.075,11.584073,15.59175
mae,0.1,12.478885,15.943275
mae,0.15,13.68923,16.818285
mse,0.05,6.265632,14.802365
mse,0.075,9.685429,15.663746
mse,0.1,11.125515,16.331378
mse,0.15,13.228427,17.827838
