metric,area,comp,suff
mae,0.05,5.373649,20.077557
mae,0.075,6.671515,19.538088
mae,0.1,7.439664,19.217126
mae,0.15,8.852024,18.519811
mse,0.05,2.847596,25.999504
mse,0.075,4.044823,24.685703
mse,0.1,4.841424,23.920314
mse,0.15,6.465415,22.299914
