metric,area,comp,suff
mae,0.05,7.324974,18.558867
mae,0.075,8.786718,17.73901
mae,0.1,9.622692,17.198989
mae,0.15,11.021041,16.042322
mse,0.05,5.120659,22.573718
mse,0.075,6.750032,20.745811
mse,0.1,7.776683,19.590991
mse,0.15,9.63256,17.212659
