metric,area,comp,suff
mae,0.05,30.443529,49.377586
mae,0.075,37.497991,37.409507
mae,0.1,41.412491,31.427414
mae,0.15,49.506209,21.755302
mse,0.05,17.574871,37.620525
mse,0.075,25.590125,22.061008
mse,0.1,30.441441,15.720135
mse,0.15,41.283596,7.699141
