metric,area,comp,suff
mae,0.05,22.068586,62.679422
mae,0.075,28.032548,56.234373
mae,0.1,31.008231,53.277938
mae,0.15,36.608665,48.254004
mse,0.05,10.248289,59.701946
mse,0.075,14.8993,49.14337
mse,0.1,17.519818,44.662428
mse,0.15,23.038915,37.662075
