metric,area,comp,suff
accuracy,0.05,0.938682,0.928184
accuracy,0.075,0.937596,0.920155
accuracy,0.1,0.936077,0.916426
accuracy,0.15,0.935249,0.914119
auc,0.05,0.644598,0.796378
auc,0.075,0.618953,0.808869
auc,0.1,0.603132,0.8125
auc,0.15,0.577528,0.819509
cross_entropy,0.05,0.207093,0.253951
cross_entropy,0.075,0.21377,0.260056
cross_entropy,0.1,0.218766,0.262714
cross_entropy,0.15,0.228646,0.260753
