metric,area,comp,suff
accuracy,0.05,0.885312,0.473364
accuracy,0.075,0.841138,0.459788
accuracy,0.1,0.797237,0.472319
accuracy,0.15,0.735838,0.495403
auc,0.05,0.437249,0.450527
auc,0.075,0.430943,0.465319
auc,0.1,0.420102,0.476936
auc,0.15,0.403498,0.485662
cross_entropy,0.05,0.317108,0.902873
cross_entropy,0.075,0.37577,0.906429
cross_entropy,0.1,0.43342,0.88302
cross_entropy,0.15,0.521616,0.847082
