metric,area,comp,suff
mae,0.05,3.120557,20.504969
mae,0.075,4.692662,19.690162
mae,0.1,5.82864,19.185218
mae,0.15,7.905899,18.027834
mse,0.05,1.044331,27.00734
mse,0.075,2.172975,25.213913
mse,0.1,3.114624,24.111011
mse,0.15,5.217983,21.625565
