metric,area,comp,suff
mae,0.05,4.5521,23.834442
mae,0.075,5.785909,22.009227
mae,0.1,6.368629,20.946589
mae,0.15,7.518506,18.655653
mse,0.05,1.908839,33.000144
mse,0.075,2.783025,28.584494
mse,0.1,3.249419,26.131965
mse,0.15,4.288011,21.166154
