metric,area,comp,suff
mae,0.05,3.870096,25.093895
mae,0.075,4.530171,23.688687
mae,0.1,4.911411,22.784319
mae,0.15,5.785321,20.611876
mse,0.05,1.541439,36.371382
mse,0.075,1.902279,32.851548
mse,0.1,2.134748,30.676045
mse,0.15,2.742335,25.725147
