metric,area,comp,suff
mae,0.05,6.6664,21.726404
mae,0.075,7.837902,18.998267
mae,0.1,8.397021,17.466037
mae,0.15,9.555643,14.387431
mse,0.05,3.620521,28.223917
mse,0.075,4.689147,22.258001
mse,0.1,5.236009,19.172948
mse,0.15,6.511396,13.542107
