metric,area,comp,suff
mae,0.05,8.8748,19.391085
mae,0.075,10.519502,16.910446
mae,0.1,11.2781,15.651916
mae,0.15,12.800168,13.532878
mse,0.05,5.132086,21.805541
mse,0.075,7.112747,17.383893
mse,0.1,8.180644,15.382923
mse,0.15,10.619424,12.430243
