metric,area,comp,suff
mae,0.05,10.1317,14.147634
mae,0.075,10.532255,13.761414
mae,0.1,10.687753,13.527208
mae,0.15,11.026735,12.942971
mse,0.05,8.857275,13.156699
mse,0.075,9.236117,12.500707
mse,0.1,9.3981,12.123347
mse,0.15,9.764493,11.186358
