metric,area,comp,suff
mae,0.05,2.184793,17.316549
mae,0.075,3.252949,16.890672
mae,0.1,3.883372,16.648872
mae,0.15,5.365948,16.047446
mse,0.05,0.628338,19.870686
mse,0.075,1.166946,19.076712
mse,0.1,1.55695,18.647076
mse,0.15,2.689926,17.649855
