metric,area,comp,suff
mae,0.05,8.626579,13.881543
mae,0.075,9.116638,13.72583
mae,0.1,9.339042,13.647637
mae,0.15,9.761666,13.470011
mse,0.05,7.219237,13.074645
mse,0.075,7.635113,12.811788
mse,0.1,7.830513,12.689017
mse,0.15,8.206341,12.404014
