metric,area,comp,suff
mae,0.05,11.698212,11.644772
mae,0.075,12.56427,10.146984
mae,0.1,13.033665,9.312626
mae,0.15,13.840235,7.873033
mse,0.05,10.156207,9.502345
mse,0.075,11.315666,7.355463
mse,0.1,12.004171,6.272833
mse,0.15,13.259482,4.625581
