metric,area,comp,suff
mae,0.05,3.194689,25.826645
mae,0.075,4.974887,24.510724
mae,0.1,6.025724,23.731838
mae,0.15,9.024283,22.126574
mse,0.05,1.15232,38.838086
mse,0.075,2.447648,35.605302
mse,0.1,3.398482,33.745354
mse,0.15,6.908531,29.946601
