metric,area,comp,suff
mae,0.05,2.195268,27.143583
mae,0.075,3.055424,26.499472
mae,0.1,3.64165,26.110314
mae,0.15,4.855339,25.353512
mse,0.05,0.5104,42.304858
mse,0.075,0.871263,40.60991
mse,0.1,1.173682,39.612936
mse,0.15,1.949335,37.746666
