metric,area,comp,suff
mae,0.05,8.40396,25.314332
mae,0.075,10.354452,24.331875
mae,0.1,11.328079,23.789947
mae,0.15,13.299719,22.70804
mse,0.05,6.974929,37.333248
mse,0.075,9.913743,35.149925
mse,0.1,11.523169,33.915625
mse,0.15,14.950089,31.410971
