metric,area,comp,suff
mae,0.05,6.32502,20.111388
mae,0.075,7.158496,17.239986
mae,0.1,7.561601,15.68206
mae,0.15,8.370004,12.719815
mse,0.05,3.312583,24.690481
mse,0.075,4.046791,18.780599
mse,0.1,4.425507,15.836855
mse,0.15,5.271261,10.809864
