metric,area,comp,suff
mae,0.05,4.72947,20.783765
mae,0.075,6.131821,18.600395
mae,0.1,6.808076,17.506938
mae,0.15,8.068673,15.501329
mse,0.05,2.157769,26.059173
mse,0.075,3.278622,21.430348
mse,0.1,3.90937,19.224137
mse,0.15,5.227796,15.403599
