metric,area,comp,suff
mae,0.05,9.367678,24.729234
mae,0.075,10.635245,22.192729
mae,0.1,11.325783,20.684581
mae,0.15,12.664663,17.547814
mse,0.05,6.860244,35.376584
mse,0.075,8.392214,28.974647
mse,0.1,9.292829,25.454573
mse,0.15,11.173777,18.77947
