metric,area,comp,suff
mae,0.05,7.287742,25.813311
mae,0.075,8.831965,23.718178
mae,0.1,9.707508,22.421514
mae,0.15,11.336511,19.570565
mse,0.05,4.529863,38.332457
mse,0.075,6.19491,32.939263
mse,0.1,7.22897,29.752718
mse,0.15,9.35063,23.204287
