metric,area,comp,suff
mae,0.05,12.839836,19.76431
mae,0.075,13.87015,17.527428
mae,0.1,14.356352,16.253293
mae,0.15,15.331192,13.637172
mse,0.05,14.343235,23.102643
mse,0.075,15.786203,18.511828
mse,0.1,16.490923,16.114448
mse,0.15,18.002095,11.677918
