metric,area,comp,suff
mae,0.05,2.331384,25.306465
mae,0.075,3.559518,24.2957
mae,0.1,4.28315,23.644853
mae,0.15,5.974085,22.067507
mse,0.05,0.83891,37.925403
mse,0.075,1.549234,35.446107
mse,0.1,2.044141,33.905262
mse,0.15,3.446108,30.326347
