metric,area,comp,suff
accuracy,0.05,0.97522,0.957779
accuracy,0.075,0.968927,0.953398
accuracy,0.1,0.965197,0.952096
accuracy,0.15,0.962199,0.952313
auc,0.05,0.704332,0.586947
auc,0.075,0.684295,0.603867
auc,0.1,0.666687,0.61534
auc,0.15,0.62573,0.632615
cross_entropy,0.05,0.120121,0.155957
cross_entropy,0.075,0.129332,0.157787
cross_entropy,0.1,0.138002,0.160788
cross_entropy,0.15,0.153033,0.165399
