metric,area,comp,suff
accuracy,0.05,0.890561,0.908476
accuracy,0.075,0.853684,0.856055
accuracy,0.1,0.816535,0.808803
accuracy,0.15,0.760208,0.741625
auc,0.05,0.707998,0.505541
auc,0.075,0.662317,0.501595
auc,0.1,0.623503,0.502291
auc,0.15,0.568624,0.500973
cross_entropy,0.05,0.315242,0.341146
cross_entropy,0.075,0.396523,0.419223
cross_entropy,0.1,0.465787,0.48869
cross_entropy,0.15,0.575352,0.59889
