metric,area,comp,suff
mae,0.05,8.460243,14.805144
mae,0.075,9.958327,14.670608
mae,0.1,10.768189,14.680638
mae,0.15,12.36221,14.835217
mse,0.05,6.247273,14.464886
mse,0.075,7.980368,14.183984
mse,0.1,9.03402,14.178568
mse,0.15,11.352036,14.399846
