metric,area,comp,suff
mae,0.05,11.581997,11.620814
mae,0.075,12.358075,10.207215
mae,0.1,12.823513,9.382012
mae,0.15,13.637839,7.928424
mse,0.05,9.915653,9.439499
mse,0.075,10.970211,7.435781
mse,0.1,11.657256,6.353799
mse,0.15,12.913228,4.682625
