metric,area,comp,suff
mae,0.05,10.63072,12.628267
mae,0.075,11.739346,11.517838
mae,0.1,12.297678,10.834435
mae,0.15,13.245271,9.449133
mse,0.05,8.836248,10.886327
mse,0.075,10.215382,9.224759
mse,0.1,11.003564,8.234948
mse,0.15,12.360566,6.432881
