metric,area,comp,suff
mae,0.05,13.858378,19.56384
mae,0.075,14.750357,17.228705
mae,0.1,15.131607,15.903019
mae,0.15,15.944137,13.179395
mse,0.05,15.943267,22.641354
mse,0.075,17.265035,17.920483
mse,0.1,17.82179,15.474356
mse,0.15,19.066155,10.982992
