metric,area,comp,suff
mae,0.05,13.795101,19.610771
mae,0.075,14.67579,17.226724
mae,0.1,15.074234,15.898643
mae,0.15,15.926389,13.160131
mse,0.05,15.809067,22.81802
mse,0.075,17.089462,17.983781
mse,0.1,17.676088,15.520815
mse,0.15,18.965614,10.992692
