metric,area,comp,suff
accuracy,0.05,0.973878,0.93582
accuracy,0.075,0.972359,0.936118
accuracy,0.1,0.969538,0.93586
accuracy,0.15,0.965414,0.936174
auc,0.05,0.687729,0.538717
auc,0.075,0.67846,0.579008
auc,0.1,0.674684,0.608141
auc,0.15,0.665079,0.646422
cross_entropy,0.05,0.10332,0.230961
cross_entropy,0.075,0.106492,0.226787
cross_entropy,0.1,0.107821,0.224295
cross_entropy,0.15,0.11443,0.214289
