metric,area,comp,suff
accuracy,0.05,0.938247,0.951132
accuracy,0.075,0.916072,0.922582
accuracy,0.1,0.893936,0.898373
accuracy,0.15,0.862606,0.86353
auc,0.05,0.387124,0.27417
auc,0.075,0.359584,0.275241
auc,0.1,0.337156,0.27462
auc,0.15,0.31458,0.274605
cross_entropy,0.05,0.223493,0.237227
cross_entropy,0.075,0.27508,0.285976
cross_entropy,0.1,0.317708,0.327723
cross_entropy,0.15,0.383219,0.39221
