metric,area,comp,suff
accuracy,0.05,0.981771,0.986328
accuracy,0.075,0.981554,0.988064
accuracy,0.1,0.981771,0.990017
accuracy,0.15,0.981771,0.990234
auc,0.05,0.354297,0.401007
auc,0.075,0.335068,0.401751
auc,0.1,0.314704,0.401975
auc,0.15,0.283733,0.402315
cross_entropy,0.05,0.101439,0.094335
cross_entropy,0.075,0.105267,0.094401
cross_entropy,0.1,0.108059,0.094351
cross_entropy,0.15,0.111707,0.094702
