metric,area,comp,suff
mae,0.05,8.548825,17.380788
mae,0.075,10.171793,16.537914
mae,0.1,11.081329,15.962221
mae,0.15,12.5123,14.770062
mse,0.05,6.670197,19.622337
mse,0.075,8.585222,17.883868
mse,0.1,9.785627,16.755381
mse,0.15,11.794064,14.496195
